valid_time,wind,fm1000,fm100,gridmet_burning_index,gridmet_fm1000,gridmet_fm100,condition_1,condition_1_extreme,condition_2,spatial_ref,fire_name,saw_day,esaw_day,month,year,fire_year
1980-09-04,1.2811656,2.66607713164907,1.1526127553977397,60.11199900799991,6.558399929600031,6.447999960000043,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-05,1.2577101,2.685970713314013,1.58590976454271,58.65999895999988,6.557199924800033,6.2752000208000265,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-06,1.3431104,2.6647944762583364,1.53845711772562,60.01199860799997,6.603599934400034,6.576400025600025,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-07,1.7270904,2.638895973180598,1.7296561601513214,67.01199860799997,6.692399889600043,7.1075999504000364,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-08,1.3502264,2.595357431247708,1.910409335728939,52.19600030399987,6.957199924800033,9.247999816000045,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-09,1.1966417,2.7157045179526738,2.834685107922862,49.69199804800069,7.101999904000032,9.303599838400023,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-10,1.096265,2.746625921171709,2.8964811071098437,47.26000055999985,7.203199908800031,9.439999808000035,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-11,1.1817577,2.7618149102896634,2.690751812089552,48.07199980799997,7.251999904000032,8.684399833600043,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-12,1.2344127,2.730430977314368,2.557912797293241,51.63199980799992,7.265599934400024,8.100799899200034,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-13,1.5609102,2.811683538912477,2.8944809275747025,66.55999855999994,7.387199868800042,8.12879985920005,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-14,1.9090194,2.8108725598160973,2.781153680460209,56.34799971199975,7.590799859200041,9.516399609600096,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-15,1.2387038,2.7754114975434003,2.592033064102127,50.81199980799977,7.590799859200041,9.381199644800088,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-16,1.0624901,2.618879306723008,2.062491739297936,52.7920002079998,7.589599854400043,8.865999760000063,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-17,1.3798081,2.496087867717411,1.3294508208704414,57.49199900800001,7.589599854400043,8.48199980000005,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-18,1.6359762,2.417550684022766,0.976930035655964,63.10799851199991,7.6895998544000435,8.34679983520004,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-19,1.5858514,2.4080723562122923,1.4733772820264155,59.04799851199997,7.838399849600044,8.874799795200058,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-20,1.308703,2.4034028425117286,1.7130218237184458,51.503999055999984,7.929599814400051,9.05319986080004,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-21,1.3337603,2.4128401660413807,2.044567250593822,48.15599990399989,7.929599814400051,8.945999856000046,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-22,0.9370107,2.380271562344771,2.030400697156021,47.19199980799987,7.848399889600037,8.442399865600047,False,False,0.0,0,Eaton,False,False,9,1980,1980
1980-09-23,1.0653657,2.237438006607328,1.430940520008642,51.51199860799998,7.74719988480004,7.547599910400043,False,False,1.0,0,Eaton,False,False,9,1980,1980
1980-09-24,1.305527,2.17695724654512,1.0746319514163525,50.967999152,7.64719988480004,6.8515999504000415,False,False,1.0,0,Eaton,False,False,9,1980,1980
1980-09-25,1.311513,2.0947876415687734,0.6028713804260912,52.55599950399995,7.5823998496000495,6.211599990400035,False,False,1.0,0,Eaton,False,False,9,1980,1980
